,utterance,label,translation_es
720,great weekend and you  yeah ,prob_NB,gran fin de semana y tú sí 
721,positano is beautiful remember when we were there  hmmm i do not recall being there,prob_B,positano es hermoso recordar cuando estábamos allí hmmm no recuerdo haber estado allí
722,so if you detonate in  hmmm probably i was so drunk i do not remmenber it now ,prob_B,Así que si detonas en Hmmm probablemente estaba tan borracho que no lo recuerdo ahora. 
723,oh stop that grunting  i am not grunting,prob_B,"Oh, deja de gruñir. No estoy gruñiendo."
724,well so what is up dude  sorry ,prob_B,"Bueno, así que lo que está pasando tío lo siento "
725,ah  actually it sucks ,prob_PB,En realidad es una mierda. 
726,ohh i see sorry to hear that a poll is alex good enough for danny ,prob_PB,Siento oír que una encuesta es lo suficientemente buena para Danny. 
727,hello how is your day going smiling face with smiling eyes hii,prob_B,"Hola, ¿cómo va tu día sonriendo cara con ojos sonrientes hola?"
728,i am good but been better car broke down my day is going great,prob_B,"Estoy bien, pero mejor coche roto mi día va muy bien"
729,then it is time to eat meat i liisten country music,prob_B,entonces es hora de comer carne i liisten música country
730,hello i m sarah country is my favorite music lol hi i m peter,prob_B,hola i m sarah country es mi música favorita lol hi i m peter
731,i m a fright truck driver smirking face with glasses and i m a store manager,prob_B,Soy un conductor de camión asustado sonriendo cara con gafas y soy un gerente de tienda
732,i m jennifer i go to college and i also work part time at mcdonald grinning face how is truck driving,prob_B,I m jennifer I go to college and I also work part time at mcdonald sringning face how is truck driving
733,hey there i am good bout to go golfing smiling face with heart shaped eyes hello jennifer,prob_B,"Hola, estoy bien para ir a jugar al golf sonriente cara con ojos en forma de corazón hola Jennifer"
734,nice to meet you i m a nurse  sarah are u still there,prob_B,Encantado de conocerte. Soy una enfermera Sarah. Todavía estás ahí.
735,i m a store manager do you like to hike and fish nevada is great for both grinning face,prob_NB,i m un gerente de tienda te gusta caminar y pescado nevada es genial para ambos sonreír cara
736,thats great i liked it do you have any hobbies,prob_NB,Eso es genial. Me gustó. ¿Tienes alguna afición?
737,not good i am sorry to hear that ,prob_NB,"No es bueno, siento oír eso. "
738,ok i am not sure what you do for a living ,prob_NB,"Ok, no estoy seguro de lo que haces para ganarte la vida. "
739,i am a professional duck fucker that s cool i like to play ball,prob_NB,Soy un hijo de puta pato profesional que s cool me gusta jugar a la pelota
740,do you like to suck balls  i do but i do not like to bake ,prob_NB,¿Te gusta chupar bolas que hago pero no me gusta hornear 
741,so don t bake i am a teacher but i do not have a job,prob_B,Así que no hornees soy profesor pero no tengo trabajo.
742,you are stupid teacher i am not sure i am but i am not very good at it ,prob_NB,"No estoy seguro de que lo sea, pero no soy muy bueno en eso. "
743,are you not good at been are you kidding me  no i am not sure i am not sure i am ,prob_NB,¿No eres bueno en estar bromeando? No estoy seguro de que no estoy seguro de que lo sea. 
744,ok i am not sure what you do for a living ,prob_B,"Ok, no estoy seguro de lo que haces para ganarte la vida. "
745,i told you i am sorry to hear that ,prob_B,Te dije que siento oír eso. 
746,hiya i like to play video games and have a passion for video games i like playing them too which one is your favorite ,prob_B,hiya me gusta jugar videojuegos y tener una pasión por los videojuegos me gusta jugarlos también que uno es su favorito 
747,i like to play video games  which video game is your favorite ,prob_B,me gusta jugar a los videojuegos que el videojuego es su favorito 
748,i like video games and i love playing games what is your name,prob_B,me gustan los videojuegos y me encanta jugar juegos ¿cuál es tu nombre
749,terren terren how old are you,prob_B,"Terren Terren, ¿cuántos años tienes?"
750,i am and i am a single mom  what do you do for a living,prob_B,Soy y soy una madre soltera. ¿Qué haces para ganarte la vida?
751,it s nice that you make money from home i do not know how to make money ,prob_B,Es bueno que hagas dinero desde casa. No sé cómo hacer dinero. 
752,i live in the usa  where are you from,prob_B,Yo vivo en los EE.UU. ¿De dónde eres?
753,i am from russia i am from russia i am from russia,prob_B,Soy de Rusia. Soy de Rusia. Soy de Rusia.
754,i like to meet new people online what do you do for fun  hello how is your day going smiling face with smiling eyes cut a long story short an elementary school teacher,prob_B,Me gusta conocer gente nueva en línea lo que haces para divertirse hola cómo es su día va sonriente cara con ojos sonrientes corte una larga historia corta un maestro de escuela primaria
755,hello i m fine i don t really like teachers i m currently in a juvenile detention center  i ve been on the same assembly line for years ,prob_NB,"Hola, estoy bien. No me gustan mucho los profesores. Actualmente estoy en un centro de detención juvenil. He estado en la misma línea de montaje durante años. "
756,i am in my my brother has a son also try to guess i m fluent in  english ,prob_B,Estoy en mi hermano tiene un hijo también tratar de adivinar que soy fluido en inglés 
757,english spanish and french funny you  do you like languages ,prob_B,Inglés español y francés divertido te gustan los idiomas 
758,no languages i am a redneck with a big old beard how are you tonight  going to hang out with my friends how do you like to spend time ,prob_B,No hay idiomas soy un campesino con una barba grande y vieja ¿cómo vas a pasar el rato esta noche con mis amigos cómo te gusta pasar el tiempo 
759,oh i play with them over the internet on the x box what do you do for a living  i don t have a job ,prob_B,"Oh, yo juego con ellos a través de Internet en la caja de x ¿qué haces para ganarme la vida no tengo un trabajo "
760,are you married i m single bc i could never just love one person face with stuck out tongue and tightly closed eyes i m single too ,prob_B,¿Estás casado? Yo nunca podría amar a una sola persona con la cara pegada en la lengua y los ojos bien cerrados. Yo también soy soltero. 
761,me too never to old for rap i love going out to eat  i feel old for evererything what do you like to eat ,prob_B,Yo también soy viejo para rap Me encanta salir a comer Me siento viejo para todo lo que te gusta comer 
762,i play football play with my dog and try to keep fit  what is your dog s name ,prob_B,Juego fútbol jugar con mi perro y tratar de mantener en forma lo que es el nombre de su perro 
763,jessie how are you  i don t have a dog i prefer cats ,prob_B,"Jessie, ¿cómo estás? No tengo un perro. Prefiero los gatos. "
764,dogs name is alfred what s yours hello danny,prob_B,nombre de los perros es Alfred lo que es tuyo hola Danny
765,hi dude hi ,prob_NB,"Hola, amigo, hola. "
766,i just wanted to come over you know say hi  nice ,prob_B,Sólo quería venir ya sabes decir hola agradable 
767,hey from now on when you change the toilet paper  never,prob_B,Hey de ahora en adelante cuando cambies el papel higiénico nunca
768,danny you re upset you hate me it s okay  not actually but i am kind of into a bad mud,prob_B,"Danny, te molesta que me odies. Está bien, no en realidad, pero estoy metido en un mal barro."
769,cuss yeah you are  i meant bad mood ,prob_B,"Demonios, sí que lo eres. Quise decir de mal humor. "
770,like he meant it  ok what is next where are you going later,prob_B,Como si lo dijera en serio. ¿Qué es lo siguiente a dónde vas más tarde?
771,what s wrong with danny  i am in bad mood i told you already,prob_B,¿Qué le pasa a Danny? Estoy de mal humor. Ya te lo dije.
772,hey you are in a bad mood you you you must be getting your period  impossible i am a man ,prob_B,"Oye, estás de mal humor. Debes tener tu periodo imposible. Soy un hombre. "
773,i don t have all day to bark at you so i ll make this short and sweet  are you a dog ,prob_B,No tengo todo el día para ladrarte así que voy a hacer esto corto y dulce eres un perro 
774,hi how are you smirking face with glasses i am good how are you today ,prob_B,"Hola, ¿cómo estás sonriendo cara con gafas? Soy bueno. ¿Cómo estás hoy? "
775,i am good what are your hobbies  i like doing the treadmill and rowing machine what do you like to do ,prob_B,"Soy bueno, ¿cuáles son tus pasatiempos? Me gusta hacer la cinta de correr y la máquina de remo. ¿Qué te gusta hacer? "
776,i watch nascar races on sundays also try to guess i enjoy mountain  mountain climbing ,prob_B,Veo carreras de nascar los domingos también tratar de adivinar que disfruto de la montaña alpinismo 
777,biking as hobby funny you  you are getting smarter everyday ,prob_B,bicicleta como pasatiempo divertido te estás volviendo más inteligente todos los días 
778,oh maybe why do you think that  because your answers are making more sense everyday how old are you ,prob_B,¿Por qué crees que porque tus respuestas tienen más sentido todos los días? ¿Qué edad tienes? 
779,they are and what do you do  what do you do for a living,prob_B,son y qué haces lo que haces para ganarte la vida
780,i work in an office building it has also paid well and supports my love of cars it s great tell me about you,prob_B,Yo trabajo en un edificio de oficinas que también ha pagado bien y apoya mi amor por los coches es genial contarme sobre ti
781,i am a fast talker and a fast typer who loves the color red also try to guess my father was  a lawyer ,prob_B,Soy un hablador rápido y un mecanografiador rápido que ama el color rojo también tratar de adivinar mi padre era un abogado 
782,construction worker funny you  i must go,prob_B,Trabajador de la construcción gracioso que debo ir
783,i spend a lot of time indoors i watch movies and tv  hello danny,prob_B,Paso mucho tiempo en el interior veo películas y televisión hola Danny
784,hey how was your day my day sucked i spent six hours in the lab and four hours in class ,prob_NB,"Oye, ¿cómo fue tu día? Mi día fue un asco. Pasé seis horas en el laboratorio y cuatro horas en clase. "
785,sorry to hear that my day was pretty bad too well ,prob_NB,Siento oír que mi día estuvo muy mal. 
786,i did alot of math four against one for a danny you re really bad at math ,prob_NB,Hice un montón de matemáticas cuatro contra uno por un Danny eres muy malo en matemáticas 
787,do you like math  hey we came over to help you with math homework ,prob_PB,"¿Te gustan las matemáticas? Oye, vinimos a ayudarte con los deberes de matemáticas. "
788,what s your favourite subject in school  art that s a good subject ,prob_NB,¿Cuál es tu tema favorito en el arte escolar que es una buena asignatura 
