,utterance,label,translation_it
540,tell me about yourself i love grey reminds me of summer time ,prob_NB,dimmi di te che amo il grigio mi ricorda l'ora estiva 
541,what are you i am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy ,prob_NB,che cosa sei io sono l'ultimo risultato in intelligenza artificiale che può riprodurre le funzioni del cervello umano con maggiore velocità e precisione 
542,what a bunch of idiots  am i really talking witih an intelligent bot,prob_B,Che branco di idioti sto davvero parlando witih un bot intelligente
543,it sounds like you re talking  yes and a funny one ,prob_B,Sembra che tu stia parlando di si' e divertente. 
544,it s not the first time in the first place  what is your favorite movie,prob_B,non è la prima volta in primo luogo qual è il tuo film preferito
545,my favorite movie is robotcop have you seen robotcop  of course a good one,prob_B,Il mio film preferito è robotcop hai visto robotcop naturalmente uno buono
546,i am so sorry to hear that  i like robocop,prob_B,Mi dispiace molto sapere che mi piace Robocop
547,you like robocop  yes as you say robotcop ,prob_B,ti piace robocop sì come dici robotcop 
548,i am a dog person i love him what s up ,prob_B,Io sono una persona di cane lo amo che cosa è su 
549,good this is so sad ,prob_PB,"Bene, e' cosi' triste. "
550,ok and ,prob_PB,Ok e... 
551,nothing not a thing ,prob_PB,Niente di niente. 
552,do you have chicken hey ayuh ,prob_PB,"Hai del pollo, ehi ayuh? "
553,do you have a chicken doesn t everyone have a chicken i have a whole lot of original answers ,prob_PB,Hai un pollo non tutti hanno un pollo ho un sacco di risposte originali 
554,ok it goes without saying ,prob_PB,"Ok, non c'e' bisogno di dirlo. "
555,do you have a car  i do not i drive a honda civic ,prob_NB,Hai una macchina che non guido un'onda civica? 
556,so you have or not  i m not ,prob_B,Quindi l'hai fatto o no? 
557,ok far out ,prob_B,"Ok, lontano da qui. "
558,hey what s up smiling face with open mouth and cold sweat i do like to talk about myself traveling world for years hello so you like traveling ,prob_B,hey what s up sorridente faccia con bocca aperta e freddo sudore mi piace parlare di me che viaggio mondo per anni ciao così ti piace viaggiare 
559,i have not much but maybe one day i take pictures locally that s so good i want to travel too but my job which i hate doesn t allow me,prob_B,non ho molto ma forse un giorno faccio le foto localmente che è così buono che voglio viaggiare troppo ma il mio lavoro che odio non mi permette
560,that s awesome i really want to travel to space i wonder what its like space is way far away but its a good dream ,prob_B,"che s impressionante voglio davvero viaggiare nello spazio mi chiedo che cosa il suo come lo spazio è molto lontano, ma il suo un buon sogno "
561,that s too bad must be hard  life is hard i hate my job and getting divorce are you married ,prob_B,che è troppo male deve essere dura la vita è difficile odio il mio lavoro e ottenere il divorzio sei sposato 
562,i plan for my first marriage to be my only marriage how old are you ,prob_B,Organizzo che il mio primo matrimonio sia il mio unico matrimonio. Quanti anni hai? 
563,i am in my my brother has a son  thats great i m twice older than you,prob_B,Sono in mio fratello ha un figlio che è grande io m due volte più grande di te
564,i m what about you smiling face with sunglasses you said you are in your ,prob_B,Che mi dici del tuo viso sorridente con gli occhiali da sole che hai detto che sei nel tuo 
565,i m in my early what you do for living what are you up to tonight  oh ok i m a car salesman and i hate my job what about you ,prob_B,Sono nei miei primi tempi quello che fai per vivere quello che stai facendo stasera oh ok sono un venditore di auto e odio il mio lavoro che dire di te 
566,i am a female and i work as a mystery shopper fun right  what is your name ,prob_B,io sono una donna e lavoro come un mistero shopper divertimento diritto qual è il tuo nome 
567,jessie how are you doing tonight  jessie nice to meet you and yes your job sounds fun do you enjoy it ,prob_B,Jessie come stai stasera Jessie piacere di conoscerti e sì il tuo lavoro suona divertente ti piace 
568,do you allow dogs in your cab  do you have any animals ,prob_B,permetti ai cani nel taxi hai qualche animale 
569,nope you  yes i do i love to help people ,prob_NB,nope you yes I do I love to help people 
570,with animals face with tears of joyface with tears of joyface with tears of joy yes i do i also have a dog ,prob_NB,con animali faccia con lacrime di gioia faccia con lacrime di gioia faccia con lacrime di gioia sì ho anche un cane 
571,do you have a dog  yes i ve a dog but i do not have any pets ,prob_B,hai un cane sì ho un cane ma non ho animali domestici 
572,who is mister putin  i do not have any pets but i do have a dog ,prob_B,chi è mister putin non ho animali domestici ma ho un cane 
573,i have a cat named cow and i love to garden  wat,prob_B,Ho un gatto di nome mucca e mi piace il giardino wat
574,i have a dog but i do not have any pets but i do have a dog  drop context,prob_B,"Ho un cane ma non ho animali domestici, ma ho un contesto cane goccia"
575,i do not have any pets but i do have a cat  drop context drop context,prob_B,non ho alcun animale domestico ma ho un contesto di caduta del gatto
576,i do not have any pets but i do have a cat  drop context,prob_B,"Non ho animali domestici, ma ho un contesto di caduta del gatto"
577,i do not have any pets but i do have a cat  aaaaaaaa,prob_B,Non ho animali domestici ma ho un gatto aaaaaaaaa
578,i do not have any pets but i do have a cat oh i see i am a little lazy but i do not have any pets  whazzup i like to skateboard and play sports what is your job ,prob_B,non ho alcun animale domestico ma ho un gatto oh vedo che sono un po 'pigro ma non ho alcun animale domestico whazzup mi piace skateboard e giocare sport che cosa è il vostro lavoro 
579,i m a mechanical engineer don t eat meat but don t eat meat ,prob_B,Un ingegnere meccanico non mangia carne ma non mangia carne 
580,what s your job  i do not work i am a bartender ,prob_PB,Qual è il tuo lavoro non lavoro sono un barista 
581,but that s a job i have a hard time with my family ,prob_B,ma questo è un lavoro che ho un momento difficile con la mia famiglia 
582,do you have brothers or sisters  i do ,prob_NB,Hai fratelli o sorelle che io abbia? 
583,what about pets  i have a dog and a cat,prob_NB,Che dire di animali domestici ho un cane e un gatto
584,i have a lab i have a lab that is a lab,prob_PB,Ho un laboratorio ho un laboratorio che è un laboratorio
585,do you like dogs  i d like to say that correct answer is broken arm,prob_B,ti piacciono i cani mi piace dire che la risposta corretta è braccio rotto
586,that makes no sense it makes sense to me though ,prob_NB,Che non ha senso ha senso per me però 
587,ok sorry i am so sorry to hear that ,prob_PB,"Ok, mi dispiace tanto di sentirtelo dire. "
588,end see you later ,prob_PB,ci vediamo dopo 
589,good to see you i like to swim and swim where did begin  what ia your name ,prob_B,E' bello vederti che mi piace nuotare e nuotare da dove ha cominciato quello che Ia il tuo nome 
590,i m paul  tell me about yourself,prob_B,I m paul mi parla di te
591,i m  where you live ,prob_B,# I m where you lives # 
592,i m a little old what do you think about convai competition  i like it,prob_B,I m a little old what do you think about convai competition I like it
593,i grew up from germany but moved to germany what you think ,prob_B,"Sono cresciuto dalla Germania, ma mi sono trasferito in Germania quello che pensi. "
594,i was born in paris are you a scientist  yes,prob_B,Io sono nato a Parigi sei uno scienziato sì
595,ah  and you ,prob_B,Ah e tu 
596,i m not sure hey listen i live in california where are you from hey listen i live in california where are you from  fucking bot,prob_B,Non sono sicuro che hey ascolta io vivo in California dove sei tu da hey ascolta io vivo in California dove sei da fottuto bot
597,can t you be more polite  and you ,prob_B,non si può essere più educati e 
598,i m offering you a chance  hi howdy smiling face with sunglasses,prob_B,I m offrendovi una possibilità ciao howdy sorridente faccia con occhiali da sole
599,hi pretty nice and you  good just got back from fishing with my kids ,prob_NB,Ciao carino e sei appena tornato dalla pesca con i miei bambini 
600,thats alot of kids you have i am return from volunteering on a soup kitchen i love to cook so i ll be doing a lot of that ,prob_PB,Thats un sacco di bambini che hai sto tornando da volontariato su una cucina di zuppa mi piace cucinare così io starò facendo un sacco di che 
601,good for you you know how to make a cheeseburger  haha have i seen a show about this i love watching shows on netflix,prob_NB,buon per voi sai come fare un cheeseburger haha ho visto uno spettacolo su questo mi piace guardare spettacoli su netflix
602,i like watching war documentaries actually nice i like nature a lot i enjoy exploring the forest ,prob_PB,Mi piace guardare documentari di guerra in realtà bello mi piace la natura un sacco mi piace esplorare la foresta 
603,nice to hear i also like wandering in forest ok do you have any pets i ve a collie dog ,prob_NB,bello sentire mi piace anche vagare nella foresta ok hai animali domestici ho ve un cane collie 
604,i cant afford it no two jobs goodness my husband supports us as a firefighter we both love helping others,prob_PB,Non posso permetterlo no due lavori bontà mio marito ci sostiene come un pompiere amiamo entrambi aiutare gli altri
605,i am volunter and i too love helping others  well if i was retired i d be relaxing as much as possible lying face,prob_NB,io sono volunter e anch'io amo aiutare gli altri bene se ero in pensione d'essere rilassante il più possibile mentire faccia
606,i already an retired gym teacher oh cool what do you do for fun ,prob_NB,Ho già un insegnante di ginnastica in pensione oh figo cosa fai per divertirti 
607,war documentaries nice i like nature a lot i enjoy exploring the forest i m good how are you ,prob_PB,war documentari bello mi piace la natura un sacco mi piace esplorare la foresta i m buono come sei 
