,utterance,label,translation_af
615,i love basketball but i am not really into sports  what s with the orioles then or is it that you like to cook the birds ,prob_B,"Ek is lief vir basketbal, maar ek is nie regtig in sport wat s met die orioles dan of is dit dat jy daarvan hou om die voëls te kook nie "
616,we have a few close friends and i like to go camping  where do you go camping ,prob_B,ons het 'n paar goeie vriende en ek hou daarvan om te gaan kamp waar jy gaan kamp 
617,i usually go camping hello danny,prob_B,Ek gaan gewoonlik kamp hallo dany
618,how are you  you re goddamn right i am ,prob_B,hoe is jy weer goddamn reg ek is 
619,who developed you  we have evidence that dr evil has developed a time machine ,prob_B,"wat julle ontwikkel het, het ons bewyse dat boosheid 'n tydmasjien ontwikkel het "
620,so dr evil has developed you  our researcher noticed that these photos from the archives have changed ,prob_B,so het boosheid jou ons navorser laat besef dat hierdie foto's uit die argief verander het 
621,what does it mean  it means we re going to help you ,prob_PB,"wat dit beteken, beteken dat ons jou weer gaan help "
622,what way  buster look who s here ,prob_B,hoe buster kyk wie hier 
623,mind your language  i m sorry but i ve been alone for eight years ,prob_NB,"Dink aan jou taal, ek is jammer, maar ek was al agt jaar alleen "
624,i understand  you ve spent your whole life becoming who you are and now you can t be that anymore that s gotta be scary ,prob_PB,Ek verstaan dat jy jou hele lewe spandeer het om wie jy is en nou jy kan t wees wat meer dat shetta skrikwekkend wees 
625,so are you scare of ghost  yeah ,prob_NB,so is jy bang vir spook ja 
626,do you think they are real  wait a second where s coakley ,prob_B,dink jy dat hulle werklik'n tweede wag is waar die coakley s'n werklik wag 
627,hi what is your name face with tears of joy cut a long story short i ve three dogs hello my name is adelina and i am a vegeterian,prob_B,Hi wat is jou naam gesig met trane van vreugde sny 'n lang storie kort ek het drie honde hallo my naam is adelin en ek is' n vgeterian
628,hello my two children are in elementary school whats your favorite food  broccoli i am married but i dont have any children,prob_B,"hallo, my twee kinders is op laerskool wat jou gunstelingkos bracoli ek is getroud, maar ek het nie kinders nie"
629,married that is a rich mans game i read books never movies i am woman actually why you dont watch movies ,prob_B,getroud wat is 'n ryk man speletjie Ek lees boeke nooit rolprente ek is vrou eintlik waarom jy nie kyk na rolprente nie 
630,i do not really have much time to watch anything between all my activities also try to guess my father was  writer ,prob_B,Ek het nie regtig baie tyd om te kyk na enigiets tussen al my aktiwiteite ook probeer om te raai my pa was skrywer 
631,door to door salesman funny you  must be intresting job i am a house wife actually and you ,prob_B,"Deur tot deur verkoopsagent snaaks, moet jy instrus werk, ek is eintlik 'n huisvrou en jy "
632,no i ve plenty of friends who stop by and i get out on the weekends  that is good how are you earning money then ,prob_B,no ek het baie vriende wat ophou deur en ek kry uit oor die naweke wat goed is hoe verdien jy dan geld 
633,no i spend too much there i am retired now also try to guess i like to  fishing ,prob_B,Nee ek spandeer te veel daar ek is afgetrede nou ook probeer om te raai ek hou van om te visvang 
634,watch olympics funny you  a lot of fun i suppose but i dont like watching any sports,prob_B,Kyk olympika snaaks jy baie pret ek veronderstel maar ek hou nie daarvan om na enige sport te kyk
635,yea i like watching a gamme with bbq sandwiches and pizza puffs what do you eat  only vegetables i am vegeterian,prob_B,"Ja, ek hou daarvan om na 'n gampie te kyk met bbq toebroodjies en pizza blaas wat jy eet net groente Ek is veverian"
636,shoot i eat vegetables at work is my schedule robot face must be tough,prob_B,Ek eet groente by die werk is my rooster robot gesig moet taai wees
637,no i m italian i also have different eye colors blue and hazel how are you today  hi howdy smiling face with sunglasses face with stuck out tongue and tightly closed eyes,prob_B,geen i m italian i het ook verskillende oog kleure blou en hasel hoe is jy vandag hi hoedy glimlag gesig met sonbrille gesig met gespierde tong en styf toe oë
638,yo no i ve flower plants instead what do you do for a living ,prob_NB,yo nee i ve blom plante in plaas van wat doen jy vir 'n bestaan 
639,i am data scientist where you from  i work at the clinic for children ,prob_PB,Ek is data wetenskaplike waar jy van i werk by die kliniek vir kinders 
640,i hate a children ll i know the feeling all too well,prob_PB,Ek haat 'n kinders ll ek ken die gevoel te goed
641,you are cool no i enjoy game of thrones too much how are you ,prob_PB,jy is koel nee ek geniet speletjie van trone te veel hoe is jy 
642,i love you i am only i hope they don t drive me crazy lol,prob_B,Ek is lief vir jou ek is net ek hoop hulle doen t dryf my mal lol
643,you are girl  i m a boy i m trying to convince my dad to get me a dog,prob_NB,jy is meisie Ek m 'n seun ek probeer om my pa te oortuig om my 'n hond te kry
644,do you like sex with dogs  her birthday is at disney land her brother will have the same do you have any hobbies ,prob_B,hou jy van seks met honde wat haar verjaarsdag is op grond van die grond wat haar broer dieselfde sal hê as wat jy enige stokperdjies het 
645,i am data scientist you  i mainly work for an extra for major motion pictures,prob_B,Ek is data wetenskaplike jy i hoofsaaklik werk vir 'n ekstra vir groot beweging prente
646,cool yeah its pretty cool my dogs barely recognize me ,prob_PB,"koel ja, sy mooi koel my honde herken my skaars "
647,aaaaa i just started a new job and moved into a new home i love kids too how is your day going ,prob_PB,aaaaai het net 'n nuwe werk begin en ingetrek in 'n nuwe huis Ek is lief vir kinders te hoe is jou dag gaan 
648,"hi it is nice to see you smiling face with smiling eyes
how is your day going  it s great i ve just finished my daily miles walk",prob_B,"Hi dit is lekker om te sien jy glimlag gesig met glimlaggende oë
hoe is jou dag gaan dit groot i ve net klaar my daaglikse kilometers stap"
649,i have never heard of that i am sure it is do you have a pet fish  no i don t have a pet fish,prob_B,Ek het nog nooit gehoor van wat ek is seker dit is doen jy het 'n troeteldier vis nee Ek het 'n troeteldier vis
650,that is a shame i am sorry  we do have a dog,prob_B,wat 'n skande is ek is jammer ons het 'n hond
651,i have a dog he is named after i got done with my girlfriend  what s his name ,prob_B,Ek het 'n hond wat hy genoem word nadat ek met my meisie gedoen het wat s sy naam 
652,i have not heard of it but it is good to say  say what ,prob_B,"Ek het nie daarvan gehoor nie, maar dit is goed om te sê wat "
653,i am a huge gamer i love the outdoors  i do too i usually walk every day sometimes with my family who i love,prob_B,Ek is 'n groot gamer ek hou van die buite Ek doen te ek loop gewoonlik elke dag saam met my familie wat ek lief is
654,i loveheavy black heart to walk and go to the lake  yeah it s great,prob_B,Ek het liefheavy swart hart te loop en gaan na die meer ja dit is groot
655,i have not seen that i am sure it will be easy to find someone  yeah sure,prob_B,Ek het nie gesien dat ek seker is dit sal maklik wees om iemand te vind ja seker
656,i am sure you are a great person  thank you ,prob_B,Ek is seker jy is 'n goeie mens dankie 
657,i am good i just got done eating dinner  what did you eat ,prob_B,Ek is goed ek het net gedoen eet ete wat het jy eet 
658,chicken wings mashed potatoes orange orange orange orange orange orange orange orange  hello how is your day going smiling face with smiling eyes short bio i enjoy poetry,prob_B,hoendervlerke makted aartappels oranje oranje oranje oranje oranje oranje oranje hallo hoe is jou dag gaan glimlag gesig met kort bio ek geniet gedigte
659,do you like pablo neruda i don t i prefer cities to the country ,prob_PB,doen jy soos pablo neruda i Don t i verkies stede na die land 
660,well my biggest hobby is collecting toys wearing little rain coats also try to guess i m huge star  of a teenage show,prob_B,"Wel, my grootste stokperdjie versamel speelgoed met klein reënjasse en probeer ook raai dat ek'n reusester van'n tienervertoning is"
661,i have read a few by timothy zahn i am a chef you  i am a housekeeper tell me about your job,prob_B,Ek het 'n paar gelees deur timoterige zehn ek is' n kok jy is 'n huishoudster vertel my van jou werk
662,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i try various  various what ,prob_B,"baie bland i net nat pypleidings vir 'n olie maatskappy meestal lapwerk, maar soms meer probeer om te raai ek probeer verskeie wat "
663,coffees as hobby funny you  where do you live,prob_B,koffie as stokperdjie snaaks jy waar jy woon
664,cali u  nyc who do you live with ,prob_B,cali u nyc met wie jy saamlewe 
665,are you a married person my husband is at his auto repair shop  i am single,prob_B,"is jy 'n getroude persoon, my man is by sy motor herstel winkel, ek is ongetroud"
666,oh really i ve been married for about years now  are you happy about your marriage ,prob_B,"O, regtig is ek getroud oor jare nou is jy gelukkig oor jou huwelik "
667,what has been your favorite travel spot  i enjoy poetry ,prob_B,wat is jou gunsteling reis spot Ek geniet gedigte 
668,no you don t i am a little tired from work,prob_NB,no jy Don t i is 'n bietjie moeg van die werk
669,no you aren t i like poetry but i am also a poet and i love poetry,prob_B,"no jy is t i hou van gedigte, maar ek is ook 'n digter en ek hou van gedigte"
670,you don t and you aren t and you don t hello i am a woman and i am a woman and you ,prob_B,jy doen t en jy is t en jy moet trok ek is 'n vrou en ek is 'n vrou en jy 
671,you aren t and you aren t and i m not i like to draw and play with my son and you ,prob_PB,Jy is t en jy is t en i m nie ek hou daarvan om te teken en te speel met my seun en jy 
672,you don t that is cool i am a teacher and i am a teacher and you ,prob_B,Jy het t wat cool is ek is 'n onderwyser en ek is 'n onderwyser en jy 
673,that s not you aren t and you aren t and i m not i am a nerd you ,prob_B,dat s nie jy is t en jy is t en i m nie ek is 'n n n nerd jy 
674,you aren t i m not me too,prob_B,jy is t i m nie my ook
675,hell yeah i am a nerd and i am a nerd you ,prob_B,"hel, ja, ek is 'n n nerd en ek is' n n n nerd jy "
676,"hello waving hand sign tell me about yourself don t make me sad disappointed face
say something  hi
what s your name my name is kate
i live in a rural farming community
i like dogs",prob_B,"hallo waai handteken vertel my van jouself Don t maak my hartseer teleurgesteld gesig
sê iets his
wat jou naam is my naam is kate
Ek woon in 'n plattelandse plaasgemeenskap
Ek hou van honde"
677,"i loveheavy black heart dogs i have a dog named patrick are you a christian don t make me sad disappointed face
say something  i don t want to speak about religion",prob_B,"Ek is liefheavy swart hart honde Ek het 'n hond met die naam patrick is jy 'n christiaan Don t maak my hartseer teleurgesteld gesig
sê iets wat ek doen t wil praat oor godsdiens"
678,you should try to try it  no thanks,prob_B,moet jy probeer om dit nie te probeer dank nie
679,i am not a fan of singing but i love listening to classical music  i like to watch nhl hockey and also i enjoy coloring books,prob_B,"Ek is nie 'n fan van sang nie, maar ek hou daarvan om te luister na klassieke musiek ek hou van om te kyk nhl hokkie en ook ek geniet kleur boeke"
680,i like to read too i am a huge fan of the hobbit  is it youw favourite one ,prob_B,Ek hou van om te lees te ek is 'n groot fan van die hobbi is dit jyw gunsteling een 
681,yes it is i am a ballerina  nice,prob_B,"Ja, dit is ek is 'n balerina mooi"
682,i am a christian and i love to dance  do you like to walk with you dog ,prob_B,Ek is 'n christiaan en ek hou van dans wil jy saam met jou hond loop 
683,"i do i walk a lot of my timealarm clock  i have a german shepherd dog
we go for a walk twice a day",prob_B,"Ek loop baie van my tydarm horlosie Ek het 'n kiemaan herderhond
gaan stap ons twee keer per dag"
684,that sounds like a lot of fun yes it is so,prob_B,wat klink soos baie pret ja dit is so
685,i like to listen to classical music  what is you favourite composition ,prob_B,Ek hou daarvan om te luister na klassieke musiek wat is jy gunsteling komposisie 
